,source,review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,language_code,country_code,laguage_code
10,App Store,7a7b59a5-c854-4947-89f8-1ec8dea3bab9,Dragon-Teeth,You messed up Insta,"Everything was fine in the beginning. But now the app is FILLED with bugs. I go to open insta and all of a sudden I have the old layout. No more reels button, that’s where the post button is now. And I’ll go and open and close the app to see if it helps but it stays the same, but when I go to another account it still has all of the new features. 
Also, there is an audio bug to where if my phone closes for a sec and I reopen it, the sound of the post it closed on will play over everything. Even if I scroll and play a new video, it plays over it. If I go to close the app, it’ll STILL play even tho it’s not suppose to (and I have background interactions blocked on my phone) 
Also, the “you’ve reached the end of all recent posts, so here’s some from yo suggested feed!” Has got to stop. 
I follow those people for a reason. You don’t even SHOW every post the people I follow make. You only post the most recent ones, as in within about 7 hours, then take away all that and put your own stuff. I have a suggested feed and a following feed for a reason, there was no need to combine the two and I literally missed the fact that I’m an UNCLE because the post was made more than a day ago since I was last on, and didn’t find out until two weeks later when they made a post on their story about my nephew. 
You keep digging yourself in a hole insta, stop putting new things in and just fix what’s already here. There’s enough that’s broken, don’t put more",1,,2021-08-15 03:46:34,,,,us,en
11,App Store,b04e1931-7d7b-4c77-bdf9-29de6c11beef,Samdaughter,Used to be about connecting- now it’s just advertising,"I used to love Instagram as a way to keep in touch with my family and friends. Especially during this time of being apart. However, now with the unbelievable amount of ads it is nearly impossible to see what I want to see (my family and friends) and due to the new - “you’re all done” feature I constantly miss posts and here is why: If I open my feed and look at some posts from friends, I can see there are several I haven’t scrolled to look at yet, I then click over to open a message, when I look back at Instagram those posts are gone and I cannot see them again unless I can possibly remember who posted something and to individually look at each of their pages. I HATE that feature that is now in Instagram. To me the benefit of the posts is I can always just scroll down to review them. Now each post is pretty much a story, see it once and it’s gone forever and now I have ENDLESS ads. Once you have viewed your new posts you can’t see them again all you see are ads.  Don’t get me wrong, I do like SOME ads, they are personalized and helpful. But I’d rather they show up only in my stories than on my feed. I’m probably going to delete Instagram as soon as I can find a different way to see friends and family’s posts and not miss any because of the inundation of ads that is here. Intagram used to be about connecting, now it is just advertising.",2,,2021-04-06 12:36:06,,,,us,en
12,App Store,c95f4148-6d43-48d1-939c-66c200861fbc,TN TallyHo,Perfect Day of Sight-Seeing On The Water!,"An absolutely perfect day! We found Four Leaf Charter through an internet search and took a chance! Captain Sean exceeded our expectations. During the initial call I told Sean my besties and I wanted to go out on a boat. Y’all, that’s all the direction I gave him! From that, he tailored our trip! Sean picked us up at the swanky South Seas Resort Marina, where he had to give my name at the gate to get us in (we were impressed!) We cruised to a private island where we walked along the shoreline looking for shells, not another person in sight! I could imagine a romantic picnic or sunset dinner on the island, but that is another trip! Next, we tooled around some fishing huts built in the 1920’s! So cool! Then we boated over to another island accessible only by boat where we enjoyed cocktails and a delicious lunch! Sean played with dolphins and got them to swim alongside us, which made our day! Sean is personable and thoughtful, eager to point out interesting spots on the islands to ensure we enjoyed our trip! He had all the equipment fishing charters have, and he impressed us with fishing stories, if you are looking for a fishing charter. But if what you want is a fun, adventurous sight-seeing charter, grab your shelling, snorkeling, and swimming gear and call Sean. You will not be disappointed!",5,,2022-07-07 18:54:43,,,,us,en
13,App Store,63834c69-825f-4542-bbf1-3ede65dfcfcf,Cee Bees Breezy,Its very hard to communicate with them,"Instagram is alright but, they always have bug issues here and there. Like now, my account is not allowing me to utilize filters on Instagram in stories any longer. I’m not sure why but, when I looked up how to reach the team to ask them for directive on the situation I was met with and redirected to various automated articles.. getting frustrated I gave up. Then last week, several friends and I lost access to our ability to DM for over a day on the apps platform; thankfully the DMs started properly working again the following day because I had to log onto the website platform instead of using the app just to communicate with people via DM.. so I was frustrated about that as well and then the issue of security breaches on this app is just becoming insane and they make it ridiculously hard for you to retrieve you account because everything is automated. So if you’re for say sleeping and someone breaches your account they can go in amar it’s change your email address and since you can’t you know answer security questions you’ve set in place to verify it’s you or speak to any representatives I’ve seen a lot of people permanently lose their accounts. I’m hoping they can make it a bit easier for people utilizing the app to retrieve their accounts safely in the future. Thank you, Instagram",3,,2022-07-17 17:36:45,,,,us,en
14,App Store,a20460c2-9b61-4052-8d41-1844e627da9e,allredmonkey,This new update is terrible,"Instagram has made it even harder for you to see posts from the people that you actually follow with this most recent update. I now only see about 10

- 12 photos from people I actually follow, before I get to the ""you've been caught up"" message & suggested posts start popping up. I follow 200+ people, 80% of whom update regularly, yet instagram is making it impossible to see them. I miss so much time sensitive information, including sales, events or donations, all because instagram has moved explore page posts to your home feed as well. And posts are being BURIED with this new update. Half the time the ""new"" posts on my timeline are 1-2 weeks old & the posts in my ""older"" tab are from the same day. As a creator myself, my engagement has dropped exponentially, as Instagram is making it increasingly difficult for my work, & the work of others, to be seen.

And that's not to mention the horrific placement of the new reels tab, dead in the center of the app, with the new shop page directly right, kicking both the post button & the notifications tab to the top of the screen on the home page. As a small business, this is FRUSTRATING to say the least. It seems like instagram is hell bent on punishing the very people that keep their app alive. At the very least, give people the autonomy to organize their app tabs the way they want to & choose to have a chronological home feed or an algorithmic based one. Come on Instagram, lets do better.",1,,2020-11-14 01:22:13,,,,us,en
15,App Store,addb0d31-f693-437d-b46b-b27a2727cbb6,babieeaj,Hard To Navigate with the New Layout,"first off i’d like to say that i’ve been using instagram since 2015. i’ve seen some changes over the course of these past few years that were very good for the overall use of the app, and some that just made navigating the app more difficult. the main reason why instagram has become so popular over the years was it’s simple layout that made it easy to access and interact with followers and discover people. but now, in 2020, likes and view counts are hidden, the feed isn’t in chronological order, the algorithm only allows you to see posts of only a handful of people you follow, and now the notifications have moved. if instagram wants to keep its users satisfied, then they need to go back to the classic look. keeping the classic layout with home, explore page, upload, notifications, and profile at the bottom makes the app easier to navigate. there is no reason why the shopping bag needs to be on the bottom bar because not everyone shops from instagram. there are a lot of scammers on the app! instead of changing the layout, instagram needs to fix the algorithm, put posts on the timeline back in chronological order, get rid of bot and spam accounts, and remove accounts/posts that don’t follow the community guidelines. now more than ever, there are many accounts that spread hate and misinformation! why was changing the layout a priority? fix it and bring likes and view counts back!",2,,2020-07-20 17:31:15,,,,us,en
16,App Store,66ccf518-9a58-42c4-95f5-25b478477168,Alexia20222003,Getting hacked,"On my Instagram account I got hacked and I did the video to confirm I am the owner of the account. I did the video twice because the first one said, “we weren’t able to confirm your identity”. Then i did it a second time and still got the same response from team Instagram. How are you going to tell me you can’t confirm my identity when that account has pictures of my face. The hacker texted everyone I followed and they were asking for money and their phone numbers so they can reset their old account or their phone isn’t working and they need help. They are also telling people that I payed for my account back, but I didn’t. No one should ever have to pay for their account and if you did pay them they wouldn’t give it back either way. So please change the process of recovering your account. Since clearly the video you have to do doesn’t work. Update September 17, 2022 they fully took over my Instagram changing my profile name and deleting all of my pictures. This could of all been prevented if team Instagram gave me my account back instead still chose to say we can’t identify your identity. They had three days and with in those three days they have responded to me by email that my identity can’t be confirmed by them even thought there were still pictures of me on that account. The hackers account is iisahashiii_ no longer my account since they deleted everything of mine. There’s no point of me trying to get it anymore.",1,,2022-09-17 16:02:47,,,,us,en
17,App Store,ae8a7180-4e34-4e1c-802f-9aba64293441,ropetapetite,"Good social media app, bad user interface design","The app works for what it needs to work as. But for whatever reason, the user interface constantly changes and there is absolutely no indication that it is meant to change in their version history updates. It becomes slightly irritating that the app will work one way one day and the next some random change will be made to either the explore page or the home page that just doesn't make sense based off of its history. My example right now would be the new reels that were introduced. Now when I go on the explore page there is a huge portion of it being taken up by reels that I don’t want there. Sure, reels is cool but I went to the explore page, not the reels page. Another example that also happened recently was where I opened the app one day and my home page didn’t show any of the pages I followed and instead showed random pages. It took me a minute until I realized I had to click on “see older posts” before I could see the old posts. Not that I care for this too much, but it was just irritating for no reason to suddenly have pages I don’t follow showing up in the section of the app meant for only pages that I follow. That’s about all I can remember but there has been a history other similar changes in the past as well that I vaguely remember.",3,,2020-08-20 02:32:02,,,,us,en
18,App Store,82e352da-c67f-481a-bcd9-07eff7680881,JK22 ROOKIE,My Instagram,"I placed this review because I have tried everything I can to possibly recover my Instagram account “Jimmykampf22” 14 years ago I made the account and it was a personal account! 2020 in the 2021 I decided I was going to put money into my account and start building my business page. I am a videographer and I post my contact to help promote myself as a videographer. My brand JK productions (Jk22) my artist names. Over the past 14 of them years I have never had a problem. Until I hit, roughly around 60 K followers and was getting 10 thousand views on each reel I posted. I have my legal business paperwork my legal name my ID. Yeah still I have not been let into my account and my numbers are dwindling to just under 34 thousand. I have reached out to a Instagram in every way I know how and I have still yet to get help I went to meta 
Facebook and went as far as emailing Apple to see what was wrong. I liked it, and commented that I thought someone was in my. have I gotten zero response or help from anyone. This has damaged my following, credibility, business that was on the rise. My accounts is also getting paid to my Social Security number. Which means whoever has access, probably is hacking my social security as well. 
I’m very hurt and disappointing that Instagram or do you as I put all my trust and faith in them to guard my security,page, in my safety on Instagram. I I am praying. I at least get the money I put into it paid back to me or my page. Every state is.",1,,2022-10-15 15:07:36,,,,us,en
19,App Store,257f4d9d-9a2b-482f-9b2e-1f886f3e0f7f,Moonstuh,Annoying issue,"Instagram is a great app to use on your free time and to connect with other people. This is why I was really interested in using Instagram to try and help out my barber career. The one annoying issue I’m having is when it comes to trying to add an action button for booking. I have tried this with three different booking apps so far and with no luck. For example I am trying to add my square appointments app as a book option on my business account. The videos I have seen about how to do this, show that once you click on the app you use to schedule your clients, you need to enter in the URL that will link them to your booking page. I believe this is where the problem is. Instagram doesn’t give me an option to enter a URL. The order that Instagram sends me is ( connect website > please select business to connect > connect to Instagram > connection successful). Then when I refresh my page there is no action button. I have used three different booking apps in hopes that one of them would work and none of them do. I have the online booking option turned on within the app as well and it still doesn’t work. It’s extremely frustrating and to add onto it, I can’t find anywhere online to help me. There’s no way to contact Instagram, at least from what I have seen and it feels like it’s never going to work for me. This app could easily be a 5 star, but this one problem is really making it hard.",2,,2020-07-02 23:05:19,,,,us,en
20,App Store,39ec6b62-5a25-41c8-8b5d-eb3eed9e2288,aWeabooDankMemerLikeWoah,Ugh,"I literally live on this app, it’s pretty much the only social media I used regularly. But a distinct issue with instagram is that some updates will just.. make everything wonky or sort of make the app lose its appeal. Even though reels are just straight up an accessible tiktok on the app, I don’t mind them. However, I’m extremely baffled with the recent update that changed the format of instagram videos. It’s like an IGTV/REEL format instead and it makes it very hard to save videos to folders- which in my opinion is one of instagrams BIGGEST appeals. Unlike other social media apps you can very easily sort posts into folders for later references. Making this feature that much more difficult to access is especially annoying when you are a part of the editing community in instagram where you’ll want to save certain edits to certain folders or save audios to an audio folder. If I’m scrolling through my feed it’s fine, but it’s very tedious to save a video if it’s something my friend sent me since I have to go into my account saves and manually move it. Granted, it only takes like 10 seconds, but I really don’t get the point of making it harder when it only took like 3 seconds before.",5,,2021-10-22 01:07:56,,,,us,en
21,App Store,a38192a2-70f1-4e14-a0e9-a654861e7999,gamercat26,Newest owners of the application have messed it up!,"Though Instagram is one of the simplest social media platforms you could have the support is complete trash. I spent the last two weeks trying to recover my account that was registered as compromised for unfollowing people. A little back story I have had this account for over 7+ years and I hadn’t really done much with it and in a failed effort to make the account more recent I encountered several inappropriate post of nudity and etc. I spent many many many hours reporting post that were inappropriate for the app that is 13+  and I decided to clean out the people I was following bc I was sick of the disturbing things I seen on there. I found that my account followed 100’s of people I didn’t know and of course I change my password frequently to keep from scam so I knew that wasn’t the problem. While unfollowing said accounts and many others I got a page saying. “Account compromised.” That I some how purchased followers against the guidelines I was sitting at a total of like 100 followers or so, plus the whole idea of buying followers is lost on me. I have spent two weeks trying to get this resolved. Instagram has little to no support with simple Q & A forms for assistance that just DO NOT WORK! It has become completely ridiculous and I’m not the only person I know who has had this issue. Regardless. The app has gone down hill and hopefully will get it’s crap together in the near future.",1,,2023-02-05 08:54:25,,,,us,en
22,App Store,453e7c7b-2899-4a32-83bb-9490e3a0883a,Spookadoodle1,The new reshare feature makes the app unusable.,"Insta has always been about sharing. Sharing your own pictures, and sharing friends or mutual’s work too. The newest update makes the latter impossible and tedious. Instead of being able to simply tap the airplane icon next to a post, and then posting it to your story, you have to back out of it, go to your story, set up a new “create” post, and add a reshare sticker. This makes resharing on the fly incredibly annoying. It slows the spread of posts, and is basically discouraging people from sharing others work in the first place. This is detrimental to communities like activists, artists (who you don’t seem to care much about anyways), content creators, and more. You are effective killing the main source communication and collaboration within your app. Whether you think videos are the hit new thing or not, you ARE NOT TIKTOK. Stay in your lane, or you’ll lose every loyal user. If you’re trying to be something completely new, then make a new app, and leave Insta alone! Nobody comes to Instagram expecting TikTok like content, and that will never change no matter how hard you push that type of content. If you actually care about the stability of your user base, and the Insta community as a whole, please return the old resharing. You can keep your Reels, sure, I don’t care, but removing the biggest part of your app in hopes that it will make everyone want to only look at Reels content is a terrible idea.",1,,2021-07-16 16:36:06,,,,us,en
23,App Store,9784fec7-ad7b-4c36-a7ca-10d51ecb003a,my Mustang,Lack of report system,"Instagram has more potential than it has now. But a few issues are what keeping them from pulling out of from the others. 

First is the amount of bots, fake, and duplicate accounts that are on IG. Myself and some others  (possibly) use IG as a place for photography, businesses, reaching a broader community to share the similar likes, or just for fun. With those few listed accounts, it limits who can see your posts and your account. I can see/understand if someone has a business and personal account. But to have 3+ accounts that are the exactly the same and are troll pages then why keep them up? 

Also there are times especially now (not sure if it’s happening to some people or not) is accounts and people who are clearly going against the TOS and guidelines with their posts and accounts. No matter if it’s drugs, tobacco, alcohol, nudity or sexual images. Some are showing up in popular feed (whatever it’s called) and some though scrolling through posts. Like earlier yesterday/today I tried reporting dozens of posts and accounts of completely naked women and a few of drugs and tobacco in use that showed up and all IG said was that “it doesn’t go against their guidelines”. How does all of this not go against the guidelines?? Also reported a account that supposedly had gotten “removed” on a couple different occasions but still on their as of yesterday with basically no consequences other than a couple pictures that were reported and removed. So I don’t know.",1,,2020-12-31 19:29:25,,,,us,en
24,App Store,d6011969-3dc4-4bdb-abb1-e3d6e0e6dc42,👺👺👹👹🚨,Not for photos,"I don’t know why I even bother writing this review but this app has become incredibly frustrating as a photographer. There’s no other app that can connect me as a photographer to clients such as artists and models in my area better than Instagram and I am therefore forced to use it as my primary social media to upload photos. The issue is that Instagram does not support photos in any way shape or form anymore. Their algorithm has not been supporting photographers for a while and I can get over that but with the most recent update they’re starting to ruin the quality of my photos by overly compressing them. Having my photos be of viewable quality is basically my only concern when posting them and Instagram has robbed me of that entirely with no way to fix it. It’s incredibly disappointing because my following and networking is all built upon my photography account on Instagram and I don’t really have the opportunity to switch at this point. I doubt Instagram is going to care because countless people have been complaining about this but seriously if anyone from Instagram is reading this just let us post photos at a normal quality, I mean for real my photos have started to look horrible recently and I’ve been doing nothing different. I’m not even asking for much because LITERALLY A FEW DAYS AGO I WAS POSTING PHOTOS WITH NO ISSUES JUST GO BACK TO THEN THIS IS RIDICULOUS INSTAGRAM. As a photo app, start caring about photos just slightly more!",1,,2022-05-23 18:18:16,,,,us,en
25,App Store,321a73a3-19bb-45c3-bfa0-2ccb45b5f971,mwat2416,Rules are ridiculous,"So I’ve had this app since before it became extremely popular. I’ve always loved this app so much but lately the rules have been so ridiculous! I can hardly comment on people’s posts now without being blocked. It’s been happening pretty much every day. I’m constantly having to write to instagram letting them know that I’m blocked and to please unblock me. I feel like this is a social media app but we’re getting punished for being “too social”. It really takes away the fun of using it when I’m constantly being blocked. I get that there are spam accounts but there are a ton of people getting blocked that aren’t spam accounts. It’s getting a little bit ridiculous lately. A lot of us like to enter giveaways and comment on each other’s posts and we’re getting punished for using the app. I really hope something can change and this can get fixed because it’s really taking away the fun of using the app. I really truly love this app so much but all these rules and getting banned constantly is just so frustrating and really ruining my experience using this app. 

So please, please, please fix this so we can stop getting blocked constantly. I know a LOT of people would really, really appreciate it. Thank you! ☺️",5,,2019-12-21 19:29:15,,,,us,en
26,App Store,5003e763-255f-4f48-b13a-6435e92d04c2,FayFayGirl19,FIX REEL AUDIO SYNC,"Reels is a great way to gain reach, however, it’s performance is lacking. For example, if I wanted to put a timer on a reel, the audio seems to start AS it’s counting down. This means I have to start lip syncing during the countdown and NOT when the video is supposed to start. That can be really confusing. Secondly, if I want to replay the reel as I edit, it seems like my voice is completely off from the recording. But when I click “post” and rewatch, everything is fine. That in-between of trying to make sure the video is aligned is misleading and discouraging when it’s time to post, because there is a gamble of whether or not the reel is in sync with the audio. Lastly, some reels cut off too short. I’ve had to repost reels at least three times because in editing, when I add a video to a recording, the end part is there. But in post, the ending, or “punchline” rather, is gone completely. The only way I fixed this problem was by making sure the last scene is extended well beyond the end of the recording to ensure the whole video will be intact. This NEEDS to be addressed. It doesn’t make sense for anyone to add a video to the recording, or even partial for that matter, and have to repost because of a glitch. PLEASE FIX YOUR VIDEO AND AUDIO SYNC ISSUES.",4,,2022-10-25 01:47:16,,,,us,en
27,App Store,cb89078c-c4d4-4e8f-a93e-fa7f9d9dfeb4,ENAJF2799,It’s a mess now,"I’ve had Instagram since 2013. For a while the updates were improving the experience especially as instagram grew in popularity. Probably in the last year I’ve grown to really hate instagram. It’s following the trend of all other social media sites, It’s 75% ads, and if you respond to ads saying they aren’t relevant or you don’t like them or whatever it doesn’t make a difference. For example I get a lot of alcohol adds, probably because I'm in my 20s, I’ve asked to stop seeing them a million times and I still see them daily. The algorithm is awful. My following feed is always in a weird order, I don’t see so many of my friends posts, and after every 2 posts it’s an add or a suggested account or suggested content. Doesn’t make sense. The popular page or for you page, idk what it’s called, is terrible. I was pregnant almost 2 years ago and my entire recommended feed is pregnancy related. But the worst feature by far is the reels. I despise the reels. It’s trying to be TikTok but it’s not. And it’s really just reposted TikTok’s or content that’s pretty unpleasant in my opinion. If I wanted to watch TikToks I wouldn’t have deleted TikTok. The app is a mess. It’s not fun, and I can’t stand scrolling for more than a few minutes. Also the amount of spam accounts in my Dms is ridiculous. I get tagged in spam posts daily. I report every time but it makes no difference.",2,,2022-06-30 02:27:05,,,,us,en
28,App Store,69a85a74-1755-446d-9e03-eda4a460f58a,jayssikuh,Still can’t view liked images/reels,"For months now I’ve had the same issue of not being able to view my liked picture and reels. Between me and the people I know who also use Instagram for iPhone, im the only one who doesn’t have the “settings>account>posts you’ve liked” setting anymore. And I was willing to let go viewing liked pictures because I found out that reels had an option to view liked reels, even if it was buggy. But now, neither option exists so liking pictures or reels is pointless. I basically have no reason to come back to this app because I can’t even go back and look at the art or tutorials I’ve liked/might want to use as a reference. 

I’ve also tried to contact whatever nonexistent customer service there is with no answer back whatsoever. Seriously, if you Google their customer service contact list, the only option is to report an issue through Instagram. There is no email, phone number, nothing actually useful that lets you know that your complaints or questions will be seen by a human being. Heaven forbid something good ever comes back to this app, such as the fixing of the broken algorithm that makes you view the same posts for weeks at a time. I’ve had to unfollow so many people because it was the only method to fixing the issue. Lazy, lousy excuse for “customer care.” Might as well go back to DeviantArt if you care about being an online artist in the modern day.",1,,2022-02-14 07:14:55,,,,us,en
29,App Store,00786e36-41ee-479f-ad85-df48c6ef7838,Sn3kity,"You’re killing me, here","I like Instagram. I do. It’s a good app for keeping in contact with friends and for being able to share the things I create as an artist. But I swear the app gets worse with every update. The changes to the layout of the home page that make it so it’s basically a second explore page and so you don’t see posts from those you follow in chronological order are frustrating. The change to messages that make it so swiping prompts a reply to someone rather than exiting is confusing and non-intuitive, not to mention outright useless. The changes to the placement of the notification and posting tabs are infuriating. This is an app for sharing, not for shopping. Keep the shopping tab out of the main tab bar and put reels back with explore.

Instagram would be much more user friendly if there was an option to toggle certain features (although calling them features instead of “hinderances” might, in some cases, be generous), such as the swipe-to-reply in messages, the suggested posts after the most recent posts in the home section, or whether posts were ordered algorithmically or chronologically. Additionally, allowing users to set up the layout of their tab bar would also make it more user friendly. I’m sure someone out there prefers the easy access to the reels tab, and would want to keep it where it currently is. But most don’t. Thus, allowing users to choose which features show up on the bar would make the app far better.",1,,2020-11-17 18:45:44,,,,us,en
30,App Store,550d158f-960b-40b9-aca8-85eda626062c,andrew_colin_,Maintenance,"I have had a frustrating issue for several months now where certain features either make the app crash suddenly, or do not work entirely. One feature that does not work at all. Not a single time... is the ability to post multiple photos in a singular post. I’ve tried with just 2 photos. I’ve tried with the maximum amount of photos in a photoset(10). Not a single time has this worked. After adding a caption with some hashtags, tagging friends, and waiting for the post to load. It fails to post every single time. I’ve tried this on both my old phone iPhone 6S plus, as well as my most recent phone purchase the iPhone X. This feature has never worked for me, often times being so frustrated I’d neglect the app for a few days and then find myself back. After attempting to delete the app as well as the app cache and reinstalling on both phones the feature is still inoperative. I also agree with many other Instagram users that the feed is very annoying that I’ll see posts I’ve seen already, or posts from several days ago. Chronological order?? If Instagram was more oriented on creating a seamless working application they may have a lot more users, or more frequent users of the app. Every bug I’ve experienced, I’ve submitted through the in app report a bug.",4,,2018-07-14 23:01:13,,,,us,en
31,App Store,31bc7b27-fdb2-41ed-8b0c-0298de9350e1,Km_nieves,Good app with too many flaws,"Instagram is perhaps the application I use the most, and I really enjoy it when it’s at its best. However, the flaws are simply overwhelming at times. I’m writing this review because my account has been wrongfully shadow-banned and action blocked over 6 times now without an actual just cause for it. Every time, it says I was allegedly “sharing my account with a service that helps me get more likes and followers” even though that’s blatantly untrue. I have 0 posts, 0 likes and well under 1000 followers. I have written 4 detailed reports explaining my situation but it has been to no avail. Every time this happens, I’m forced to change my password, I’m logged out of my account and then I’m action blocked for an entire week. Every time I try to like or comment, it gives me the option to report it if I believe they have made a mistake but nothing works. My account is never checked, my week long action blocks are never reduced or lifted, my reports are never acknowledged and I’m always getting wronged. I also really dislike the fact that I cannot easily contact anyone from Instagram to help me with issues like these, I can only leave long, written reports for you to ignore and do nothing about. Please revise your algorithms and consider having a Tech Support line with human responders for unique and recurring problems like this one.",3,,2020-09-21 12:18:34,,,,us,en
32,App Store,e1ed89ab-3ef1-40f3-9acf-af959552ee46,southernxpride,Reporting posts,"I absolutely love instagram. I love scrolling through feed and stories a lot. But, anymore, when I do that there’s so many graphic posts that made its way into my feed somehow. It’s disgusting. It’s thinks from completely naked women (or women in only fishnets) trying to sell themselves all the way to the most recent post, a guy shooting another guy with a rifle in the head (with NO graphic post warning). I understand that instagram doesn’t have a lot of control of what people post when they do, but I’ve reported more posts like these than I can count in the last few months with absolutely no response from instagram. I’m extremely disappointed. I don’t need to see posts like this and neither do 13 year olds who use this app. Most of the time, it’s meme/funny pages that are associated with these posts, but it’s not actually them because they’re tagged in it somehow so I can see it. So no matter how many pages I block, another one will pop up just because I want to see quotes! I can’t go through 5 posts on my page without seeing these things. Instagram, PLEASE take this feature away. PLEASE save everyone from seeing these awful posts. At the least, PLEASE give me a response to my reports. I know for a fact other people are reporting them, and I want to know that at least 1 of the 150 posts I’ve reported so far has been taken down. MAKE INSTAGRAM KID FRIENDLY AGAIN!! At least to where I don’t lose my appetite.",1,,2023-01-22 18:03:55,,,,us,en
33,App Store,b5fa636c-5005-412b-ad26-ad3a6e2d91ae,M'Lady Aileen,What happened to the app I loved?,"Im in the same boat as many others here. I liked Instagram as it was different from other platforms. It’s essentially become a place to reshare tiktok videos and there’s no longer even a button on the toolbar to make a post.

There is NO customer service. My app has been glitched for SEVERAL updates and won’t allow me to share a post (even my own) to my stories. I report and hear nothing. I’ve removed the app from my phone and re download and same issue. The issue even stayed with me when I purchased a new phone! I get that there’s a huge user base, but seriously they can’t dedicate ANY energy to customer service for escalated issues?!? I’m a contractor and can no longer share the posts of my clients and partners - during a pandemic it looks even more to my clients that I’m not involved bc I can’t promote their content without taking a screenshot and creating my own post- it’s hurting my working relationships.

It’s gotten so bad that I barely use the app anymore. I don’t like Facebook SnapChat or TikTok and it’s clear that Instagram is just becoming like the others so there’s no point. I’m served adds and content I didn’t follow and am constantly missing out on important updates from people I actually care about - the whole point of the app allowing me to specifically target my experience is gone, and Instagram frankly doesn’t care about its users as they are all the product themselves.",1,,2021-09-22 14:12:27,,,,us,en
34,App Store,a42ddc8d-c6c3-41ab-a46a-9d6cb53a400b,Eurasia☺️,New Update,"I love Instagram, it’s like a more modern version of Facebook thats basic enough for my grandma to understand but still fun for me to use. However I don’t know if this is a fluke or apart of the update. A message came up saying Instagram limits how much likes we can do on comments at a time to stop bullying... I just want to know who thought this was a good idea. This is a social media app that’s like the whole point, liking is literally the foundation of every media. If you have a limit whether your intentions are bad or not your going to end up being wiped for existence. And also I don’t know who thought a limit on liking comments would prevent bullying but that person has obviously never really been bullied in their entire life because that does nothing. The only thing limiting likes is going to do is leave Instagram with bad rating and have your audience delete the app and go to another platform that allows them to do what social media is suppose to be able to do. Speaking of such I won’t delete the app yet because I’m hoping this is a fluke but I will be switching to another platform, for the rest of the month, that is able to do its job. I appreciate the concern for bullying but find a way to help prevent it that doesn’t effect everyone and take away from the purpose of social media.",3,,2020-08-26 17:23:40,,,,us,en
35,App Store,d97c518b-dc0c-48c9-8e24-31a6e8aadb5e,Joe Peffer,Death of Organic followers was the Death of Instagram.,"Title says it all. Not everyone wants to be a business and pay for followers and promotions. IG was already making enough with ad revenue. But killing the organic feed was about the most blatant sign of greed i’ve seen from a social media platform. We expected it from Facebook, and naturally everyone saw it coming with the merger. Its absurd to think that because you dont pay per post, even with a good follower to post activity ratio, your posts dont take priority among your own followers or area. Instagram took the fun out of discovering people and forces those who pay to play down your throats. The bigger accounts just saturate the market and everyone else gets forgotten. Personal pages should NOT be penalized for not paying to promote posts where as business profiles should. IG, like every Google product, is self imploding and destroying itself by its obsession with catering to ads. Not the creatives who even bring traffic to IG in the first place. Remember what happened to Tumblr? The first IG? Yea its going in that direction. The censorship and bias towards trending profiles alone is going to kill this platform just like Facebook is suffering from. And dont get me started on the spam and scam messages/ comments that plague this app.",5,,2019-05-31 19:33:11,,,,us,en
36,App Store,6e8f4d57-fdfb-4a3a-9244-8ec4be84ef24,tkswoop,Sensitive content,"I follow several artists / content creators whose content is deemed “sensitive” by instagram. I know for a fact that most of these accounts never show up in my feed despite the fact that I’M FOLLOWING THEM. I’ve even gone thru certain pages and liked several posts at a time in an attempt to show the ig algorithm that I want to see the content that I follow. To make matters worse, now everyone is talking about this new sensitive content filter but I don’t have it available in my settings. I have updated, reinstalled and combed thru the app’s settings to no avail. So basically, IG refuses to show me the content that I follow. Instead, I am constantly having tiktoks and ads shoved down my throat. To make matters worse the only content they seem to deem “sensitive” is nudity, specifically any nudity that may be portrayed from a female perspective. Political propaganda and misinformation are NOT considered sensitive content apparently, so my explore page has no shortage of casual racism for me to pick through, not to mention all the fast fashion and ponzi schemes. It’s honestly pathetic how transparent instagram is. They only care about content that they will get paid to show you. They don’t care about “filtering sensitive content” and they definitely don’t care about preventing the spread of misinformation. I wish more than anything that an alternative to IG would become mainstream, this platform is seriously dead. You killed it. Congratulations.",1,,2021-09-12 11:50:11,,,,us,en
37,App Store,46fccf70-6b10-4cae-826b-0d4b3f59eb3c,lit_lana,Is instagram deleting people for doing nothing?,"Overall I love the app instagram, you can see funny videos and even gain followers on there, but here is the biggest problem on instagram, THEY ARE DELETING ACCOUNTS THAT DID NOTHING WRONG. Instagram needs to get out of their brain dead state and start checking accounts before deleting them because they are getting reported and accounts are being banned and disabled. This is especially unfair to the fan editors out there. There are hundreds of thousands of people who make edits of their favorite people on apps such as TikTok, Instagram, etc. These fans work hard on their edits, tag the people they edited, try to make their day by showing how much they love them just so instagram can delete the photos and videos because they assume that they are trying to be them??? Clearly if you read the caption you can clearly see that they are just simply showing how much they love that user. They are not trying to be like them they are just trying to support them. If they think people who show love to who they support then why don’t hate pages get banned, reported, or disabled? This isn’t the only people instagram has done this to because a nice dancer who did absolutely nothing wrong got disabled at 300k, the followers she worked hard on getting!!! Instagram needs to step up their game and stop doing all this bad stuff to these people who show their support or I’ll just have to be one of the many people who delete this app.",1,,2019-02-06 03:05:57,,,,us,en
